course_name,course_subject,course_number,course_desc,course_link
Numerical Analysis of Nonlinear Equations,COMP,6361," An introduction to numerical algorithms for nonlinear equations, including discrete as well as continuous systems. The emphasis is on computer-aided numerical analysis rather than numerical simulation. This course is suitable for scientists and engineers with a practical interest in nonlinear phenomena. Topics include computational aspects of: homotopy and continuation methods, fixed points and stationary solutions, asymptotic stability, bifurcations, periodic solutions, transition to chaos, conservative systems, travelling wave solutions, discretization techniques. A variety of applications will be considered. Numerical software packages will be available. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Discrete Mathematics of Paul Erdos,COMP,6621, Introduction to the methods and proof techniques of Paul ErdÌ¦s that are particularly applicable to Computer Science. Proof of BertrandÛªs postulate. The ErdÌ¦s-Szekeres and the de Bruijn-ErdÌ¦s theorems. RamseyÛªs theorem and Ramsey numbers. Van der WaerdenÛªs theorem and Van der Waerden numbers. Delta-systems and a proof of the ErdÌ¦s-Lovsz conjecture. The ErdÌ¦s-Ko-Rado theorem. Extremal graph theory. Random graphs and graph colouring. The probabilistic method and its applications in theoretical Computer Science. A project is required.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Theory of Computation,COMP,6641," General properties of algorithmic computations. Turing machines, universal Turing machines. Turing computable functions as a standard family of algorithms. Primitive recursive functions. ChurchÛªs thesis, recursive sets. Recursively enumerable sets and their properties. RiceÛªs theorem. Time and space complexity measures. Hierarchy of complexity measures. Advanced topics in complexity theory. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Algorithm Design Techniques,COMP,6651," Mathematical preliminaries; Empirical and theoretical measures of algorithm efficiencies; Optimization and combinatorial techniques and algorithms including greedy algorithms, dynamic programming, branch-and-bound techniques and graph network algorithms; Amortized complexity analysis; String matching algorithms; NP-complete problems and approximate solutions; Probabilistic algorithms. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Combinatorial Algorithms,COMP,6661, Representation and generation of combinatorial objects; search techniques; counting and estimation. Projects on selected applications from combinatorics and graph theory.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Cryptography and Data Security,COMP,7521,"Prerequisite:COMP 6651. Traditional cryptography. Information theory. Private-key (symmetric-key) and public-key (asymmetric-key) cryptographic algorithms. Advanced Encryption Standard (Rijndael). Cryptographic hash functions. Digital signatures. Data-origin authentication and data integrity. Entity authentication. Key distribution, management, recovery, and exhaustion. Authentication protocols. Security services (confidentiality, authentication, integrity, access control, non-repudiation, and availability) and mechanisms (encryption, data-integrity mechanisms, digital signatures, keyed hashes, access-control mechanisms, challenge-response authentication, traffic padding, and routing control). Projects will be offered in selected topics in cryptography.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Advanced Analysis of Algorithms,COMP,7651,"Prerequisite: COMP 6651. Amortized analysis of algorithms, NP-hardness and approximation algorithms, online algorithms, randomized algorithms. Selected topics of current interest. Project or term paper.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Foundations of the Semantic Web,COMP,6531," Web markup languages, World Wide Web Consortium (W3C) standards, Extensible Markup Language (XML) Resource Description Framework (RDF), schema for markup languages, Semantic Web, ontology development, markup languages for ontologies, Web Ontology Language (OWL), logical foundations of ontologies, description logics, reasoning with ontologies. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Applied Artificial Intelligence,COMP,6721,"The course covers heuristic and adversarial searches for concrete applications. It then discusses automated reasoning, advanced knowledge representation and dealing with uncertainly for Artificial Intelligence applications. Finally, it introduces autoencoders, recurrent neural networks and sequence to sequence models. A project is required.Laboratory: two hours per week.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Intelligent Systems (*),COMP,6741," Knowledge representation and reasoning. Uncertainty and conflict resolution. Design of intelligent systems. Grammar-based, rule-based, and blackboard architectures. A project is required. Laboratory: two hours per week.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Natural Language Analysis,COMP,6751, Introduction to natural language processing. Structure of English. Grammars and parsing. Lexical and compositional semantics. Pragmatic issues. Applications in text mining and information extraction. A project is required.Note: Students who have received credit for COMP 7741 before September 2011 may not take this course for credit.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Statistical Natural Language Processing,COMP,6781," The course covers robust methods to natural language processing (NLP) and their applications to manipulate large text collections. Topics covered in this course include: ZipfÛªs law, information retrieval, statistical machine translation, N-gram language models and smoothing techniques, word sense disambiguation, part-of-speech tagging and probabilistic grammars and parsing. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Information Retrieval and Web Search (*),COMP,6791," Basics of information retrieval (IR): Boolean, vector space and probabilistic models. Tokenization and creation of inverted files. Weighting schemes. Evaluation of IR systems: precision, recall, E-measure. Relevance feedback and query expansion. Application of IR to Web search engines: XML, link analysis, PageRank algorithm. Text categorization and clustering techniques as used in spam filtering. A project is required. Laboratory: two hours per week.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Topics in Software Engineering I,SOEN,691," Subject matter will vary from term to term and from year to year. Students may re-register for this course, providing that the course content has changed. Changes in content will be indicated by the letter following the course number, e.g. SOEN 691A, SOEN 691B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Topics in Software Engineering II,SOEN,791," Subject matter will vary from term to term and from year to year. Students may re-register for this course, providing that the course content has changed. Changes in content will be indicated by the letter following the course number, e.g. SOEN 791A, SOEN 791B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Advanced Programming Practices,SOEN,6441," Problems of writing and managing code. Managing code complexity and quality through a programming process.Self-documenting code, and documentation generation.Software configuration management.Best practices for writing unit tests to control code quality. Advanced practices such as multi-threading concurrency, code reuse,andfault tolerance. A project is required. Laboratory: two hours per week.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Human Computer Interface Design,SOEN,6751," Introduction to human computer interaction. User-centered design process. Usermodelling. Task analysis. User interface design knowledge (principles, guidelines and patterns).User interface prototyping. User interface evaluation. A project is required.Laboratory: two hours per week.Note:Note: Students who have received credit for COMP 6751 before September 2011 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Intelligent User Interfaces,SOEN,7761,"Prerequisite: SOEN 6751. Intelligent systems and intelligent interfaces. A brief introduction to knowledge representation and reasoning. Creation and adaptation of user models. Software agents at the user interface. Applications of these concepts in the development of intelligent user interfaces. Adaptive user interfaces. Selected advanced topics, such as natural language interfaces, speech based user interfaces, and mobile user interfaces. Laboratory: two hours per week. A project is required.Note: Students who have received credit for COMP 7761 before September 2011 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Formal Methods,SOEN,6311," Components of formal systems: formal methods; levels of formalism. Integrating formal methods into the existing software life-cycle process model for a given project. Attributes of a formal specification language. Formal notations based on extended finite-state machines; case studies involving the design of user interfaces, reactive systems, and concurrent systems. Software development using formal methods, including tools for: type checking; debugging; verifying checkable properties; validation of refinements; and code generation from refinements. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Design Methodologies,SOEN,6461," Introduction to software design processes and their models. Representations of design/architecture. Software architectures and design plans. Design methods, object-oriented application frameworks, design patterns, design quality and assurance, coupling and cohesion measurements, design verification and documentation. A design project.Note: Students who have received credit for COMP 6471 before September 2011 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Advanced Software Architectures,SOEN,6471," Study of architectural view models, architectural styles and frameworks;Architectural casestudies and extraction of concrete architecture;Architectural design patterns; Model Driven Architecture (MDA), Service Oriented Architecture (SOA). Domain specific architectures such as mobile andcloud computing. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Systems Requirements Specification,SOEN,6481," The requirements engineering (RE) process. Requirements engineering in different software lifecycle models. Problem analysis. Requirements elicitation. Requirements evaluation. Inconsistency management. Risk analysis. Requirements prioritization and negotiation. Requirements specification: natural language documentation, IEEE and ISO standards. Use cases. Agile processes and user stories. Introduction to formal specification: logics, formal languages. Requirements quality assurance. RE tools. Requirements evolution. Traceability. Domain modelling: UML, ontologies, domain-specific languages. Modelling behaviour. Acceptance criteria. Test cases. Cost models. A project is required.Note: Students who have received credit for COMP 6481 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
"Services Computing: Foundations, Design and Implementations",SOEN,6861," System design with Service Oriented Architecture. Open standards for Web services. Development of SOAP (Service-Oriented Architecture and Programming) and RESTful (REpresentational State Transfer) services. Business process modelling and management. Service composition. Formal models for services. A project is required.Note: Students who have received credit for SOEN 691A (Services Computing: Foundations, Design and Implementations) may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Comprehension and Maintenance,SOEN,6431," The course addresses both technical and managerial views of software comprehension and software maintenance issues. Topics covered in this course include: cognitive models, software visualization, CASE tools, reverse engineering, static and dynamic source code analysis, software configuration management, and introduction to current research topics in software maintenance and program comprehension. A project is required.Note: Students who have received credit for COMP 6431 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Refactoring,SOEN,6491,"Prerequisite: SOEN 6461. Topics include an introduction to preventive maintenance, design problems, and refactorings; techniques for the detection of design problems and refactoring opportunities; management of preventive maintenance: visualization, prioritization, ranking, and evolution tracking of design problems; empirical studies on refactoring activities and practices; implementation of source code analysis techniques and refactorings. A project is required.Note: Students who have received credit for SOEN 691C (Software Refactoring) may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Measurement,SOEN,6611," Role of measurement in Software Engineering, theoretical, technical and managerial views on software measurement. Representational theory of measurement. Theoretical validation of software measurement.Goal-driven measurement. Collecting and analyzing software engineering data. Software qualitymodellingand measuring. Testing and measurement. Reliability models. Functional size measurement methods. Effort estimation models and their usage in project management. Software measurement standards. Tool support.Case studies.A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Verification and Testing,SOEN,7481,"Prerequisites: SOEN 6461, SOEN 6481. Overview of current software engineering testing methods, techniques and standards for testing system implementations. Classical white-box testing; dataflow testing; classical black-box testing; integration testing; system testing. Testing measures; test plan. IEEE standard. Object-oriented testing. Test-driven development. Testing quality measures. Test reduction techniques. Techniques for test automation. Tools and techniques for formal verification of software system designs: model checking and theorem proving. A project is required.Note: Students who have received credit for COMP 7481 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Engineering Processes,SOEN,6011," Introduction to software engineering concepts,modern management processes and software lifecycles. Tracking of software requirements and development through issue trackers. Version control practices include integration of feature branching. Validation practices including testing frameworks and code review. Continuous integration and build environments. A practical component on setting up a development environment similar to those used in professional environments. Case studies of successful management processes from open source projects and industry.A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Re-engineering,SOEN,6021,"Prerequisite: SOEN 6461 or permission of the instructor.This course introduces software re-engineering, software architecture recovery andreconstruction, and reflexion models. Students use development history to support reengineering,and are exposed to the latest empirical studies on software reengineeringand software metrics applied to software re-engineering. Also, studentslearn how to apply various software re-engineering patterns and software migrationstrategies. A project is required.Note: Students who have received credit for SOEN 691 (Software Re-engineering)may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Project Management,SOEN,6841," Fundamental concepts of management activities, demonstrating how it can relate to software engineering and how the two can be mutually supportive throughout software development and maintenance. Overview of object-oriented development; software development processes; quality considerations; activity planning; risk management; monitoring and control; maintenance and evolution; issues of professional ethics and practice, and legal issues. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Multimedia Computing,SOEN,6761," This course covers the state-of-the-art technology for multimedia computing. The course topics will cover current media types, images, video, audio, graphics and 3D models in terms of algorithms and data structures for their capture, representation, creation, storage, archival, transmission, assembling, presentation and retrieval. This course will cover fundamental ideas in multimedia technology applicable to computer science and software engineering. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Engineering Case Study,SOEN,6951," Students will complete a case study of a software project. Whenever possible, the project should be conducted in an industrial environment with the cooperation of the studentÛªs employer.Note:Students who have received credit forSOEN 6971 orCOMP6971may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Semantic Computing,SOEN,6211," System analysis, architecture, and engineering for semantic softwareproducts. Text Mining systems and their architectures. Tagging and Tag Analysis. Recommender Systems and Collaborative Filtering. Crawling the Blogosphere and Opinion Mining. Applying Clustering, Machine Learning, Classification, and Regression. The Web of Data and Semantic Web Technologies: RDF, RDFS, SPARQL. Linked Open Data (LOD). Design and Re-Use of Semantic Web Vocabularies and Ontologies. Semantic Desktops and Semantic Web Information Systems. Semantic Application Development. Application case studies in biomedical research, software development, business intelligence,online gaming, e-commerce and e-science. Research paper seminar. Empirical evaluation methodologies for semantic systems. A project is required.Note:Students who have received credit for this topic under a SOEN 691B number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Software Engineering Research Project,SOEN,6941,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Graduate Seminar in Computer Science (1 credit),COMP,6961, Students will have to attend a selected set of departmental seminars and submit a comprehensive report on the topics presented in one of the seminars. This course is graded on a pass/fail basis.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Project and Report (4 credits),COMP,6971,Prerequisite: Completion of 16 credits; a CGPA of 3.40 or greater; permission of the Department. See Requirements for the Master of/Magisteriate in Applied Computer Science (MApCompSc) section. Project: 8 hours per week.Note:Students who have received credit for SOEN 6951 or SOEN 6971 may not take this course for credit.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Project and Report (4 credits),SOEN,6971,Prerequisite: Completion of 16 credits; a CGPA of 3.40 or greater; permission of the Department. See Requirements for the Degree of Master of/Magisteriate in Applied Computer Science (MApCompSc) section. Project: 8 hours per week.Note:Students who have received credit for COMP 6971 or SOEN 6951 may not take this course for credit.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
MasterÛªs Research and Thesis (29 credits),COMP,7941, Students are required to submit a thesis prepared under the guidance of a faculty member appointed by the GCS Graduate Studies Committee. The thesis must represent the result of the studentÛªs independent work undertaken after admission to the program. The thesis will be evaluated by a committee appointed by the GCS Graduate Studies Committee.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Industrial Stage and Training (9 credits),ENCS,6931,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
MasterÛªs Research and Thesis (29 credits),SOEN,7941, Students are required to submit a thesis prepared under the guidance of a faculty member appointed by the GCS Graduate Studies Committee. The thesis must represent the result of the studentÛªs independent work undertaken after admission to the program. The thesis will be evaluated by a committee appointed by the GCS Graduate Studies Committee.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Programming Competency Test,SOEN,6501,See Requirements for the Master of/Magisteriate in Applied Computer Science (MApCompSc) or Master of/Magisteriate in Engineering (Software Engineering) sections.,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
PhD Seminar (2 credits),ENCS,8011,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Doctoral Research Proposal (6 credits),ENCS,8511,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Doctoral Research and Thesis (70 credits),COMP,8901,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
Doctoral Research and Thesis (70 credits),SOEN,8901,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
